date,daily_revenue,daily_cost,daily_profit,avg_power
2026-04-25,1009005.0,680400.0,328605.0,196.36363636363637
2026-04-26,2076330.1,1075950.0,1000380.1,249.0625
2026-04-27,1502520.0,924300.0,578220.0,213.95833333333334
2026-04-28,1952715.0,1012950.0,939765.0,234.47916666666666
2026-04-29,2047950.0,1046700.0,1001250.0,242.29166666666666
2026-04-30,2071347.5,1061100.0,1010247.5,245.625
